65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68,69,70,71,72,65,66,67,68
97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100,101,102,103,104,97,98,99,100
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,3,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131,132,133,134,135,136,130,131
162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163,164,165,166,167,168,162,163
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197,198,199,194,195,196,197
